,Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change,average_apparatus_rank
149,149,150,SANTIAGO 2023 XIX Pan American Games,PUR,AAfinal,VT,17.0,0.8046496815286625,"Santiago, Chile",0.31101021566401815,ALEJANDRA SOFIA ALVAREZ DIAZ,0.0,0.15753424657534246
150,150,151,SANTIAGO 2023 XIX Pan American Games,PUR,qual,VT,29.0,0.7982802547770701,"Santiago, Chile",0.31101021566401815,ALEJANDRA SOFIA ALVAREZ DIAZ,0.0,0.15753424657534246
151,151,152,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,BB,,0.5477707006369427,"Medellin, Colombia",0.48467650397275824,JULIANA MYA AMEDE ABSOLAM,0.0,0.0
152,152,153,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,FX,,0.6730573248407644,"Medellin, Colombia",0.48467650397275824,JULIANA MYA AMEDE ABSOLAM,0.0,0.0
153,153,154,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,UB,,0.6390445859872611,"Medellin, Colombia",0.48467650397275824,JULIANA MYA AMEDE ABSOLAM,0.0,0.0
154,154,155,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,VT,,0.6581528662420383,"Medellin, Colombia",0.48467650397275824,JULIANA MYA AMEDE ABSOLAM,0.0,0.0
155,155,156,2022 9th Senior Artistic Gymnastics Asian Championships,MGL,qual,BB,38.0,0.5689808917197452,"Doha, Qatar",0.8637911464245176,NAMUUNAA AMGALAN,0.0,0.2602739726027397
156,156,157,2022 9th Senior Artistic Gymnastics Asian Championships,MGL,qual,FX,38.0,0.6029936305732485,"Doha, Qatar",0.8637911464245176,NAMUUNAA AMGALAN,0.0,0.2602739726027397
157,157,158,2023 British Gymnastics Championships,GBR,qual,BB,22.0,0.7324840764331211,"Liverpool, England",0.5539160045402951,MEI AMORELLI,0.0,0.1506849315068493
158,158,159,2023 British Gymnastics Championships,GBR,qual,FX,31.0,0.7006369426751593,"Liverpool, England",0.5539160045402951,MEI AMORELLI,0.0,0.21232876712328766
159,159,160,2023 British Gymnastics Championships,GBR,qual,UB,35.0,0.6305732484076434,"Liverpool, England",0.5539160045402951,MEI AMORELLI,0.0,0.23972602739726026
160,160,161,2023 British Gymnastics Championships,GBR,qual,VT,30.0,0.7707006369426752,"Liverpool, England",0.5539160045402951,MEI AMORELLI,0.0,0.2054794520547945
161,161,162,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,BB,25.0,0.7112738853503185,"Doha, Qatar",0.8637911464245176,LOBAR AMRILLAEVA,-0.016382268511845894,0.1797945205479452
162,162,163,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,FX,22.0,0.7176433121019108,"Doha, Qatar",0.8637911464245176,LOBAR AMRILLAEVA,0.03426020775801224,0.125
163,163,164,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,UB,30.0,0.6135668789808917,"Doha, Qatar",0.8637911464245176,LOBAR AMRILLAEVA,0.01946708940138101,0.1815068493150685
164,164,165,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,BB,37.0,0.666624203821656,Singapore,0.44948921679909193,LOBAR AMRILLAEVA,-0.016382268511845894,0.1797945205479452
165,165,166,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,FX,12.0,0.8110191082802548,Singapore,0.44948921679909193,LOBAR AMRILLAEVA,0.03426020775801224,0.125
166,166,167,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,UB,32.0,0.666624203821656,Singapore,0.44948921679909193,LOBAR AMRILLAEVA,0.01946708940138101,0.1815068493150685
167,167,168,2023 Baku World Cup,UZB,qual,BB,17.0,0.7707006369426752,"Baku, Azerbaijan",0.5539160045402951,LOBAR AMRILLAEVA,-0.016382268511845894,0.1797945205479452
168,168,169,2023 Baku World Cup,UZB,qual,FX,21.0,0.7621656050955414,"Baku, Azerbaijan",0.5539160045402951,LOBAR AMRILLAEVA,0.03426020775801224,0.125
169,169,170,2023 Baku World Cup,UZB,qual,UB,28.0,0.6305732484076434,"Baku, Azerbaijan",0.5539160045402951,LOBAR AMRILLAEVA,0.01946708940138101,0.1815068493150685
170,170,171,2023 Varna World Challenge Cup,UZB,qual,BB,26.0,0.6517834394904459,"Varna, Bulgaria",0.48467650397275824,LOBAR AMRILLAEVA,-0.016382268511845894,0.1797945205479452
171,171,172,2023 Varna World Challenge Cup,UZB,qual,FX,18.0,0.6963694267515924,"Varna, Bulgaria",0.48467650397275824,LOBAR AMRILLAEVA,0.03426020775801224,0.125
172,172,173,2023 Varna World Challenge Cup,UZB,qual,UB,16.0,0.6645222929936306,"Varna, Bulgaria",0.48467650397275824,LOBAR AMRILLAEVA,0.01946708940138101,0.1815068493150685
173,173,174,2023 Varna World Challenge Cup,UZB,qual,VT,9.0,0.7876433121019109,"Varna, Bulgaria",0.48467650397275824,LOBAR AMRILLAEVA,0.0,0.06164383561643835
174,174,175,2023 Varna World Challenge Cup,UZB,qual,VT,9.0,0.7728025477707006,"Varna, Bulgaria",0.48467650397275824,LOBAR AMRILLAEVA,0.0,0.06164383561643835
175,175,176,HANGZHOU 2022 19th Asian Games,PRK,qual,BB,19.0,0.7579617834394905,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.0958904109589041
176,176,177,HANGZHOU 2022 19th Asian Games,PRK,AAfinal,BB,9.0,0.7664331210191083,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.0958904109589041
177,177,178,HANGZHOU 2022 19th Asian Games,PRK,qual,FX,12.0,0.8003821656050957,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.08904109589041095
178,178,179,HANGZHOU 2022 19th Asian Games,PRK,AAfinal,FX,14.0,0.7070063694267515,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.08904109589041095
179,179,180,HANGZHOU 2022 19th Asian Games,PRK,final,UB,1.0,0.9086624203821656,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.0136986301369863
180,180,181,HANGZHOU 2022 19th Asian Games,PRK,qual,UB,3.0,0.8874522292993631,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.0136986301369863
181,181,182,HANGZHOU 2022 19th Asian Games,PRK,AAfinal,UB,2.0,0.868343949044586,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.0136986301369863
182,182,183,HANGZHOU 2022 19th Asian Games,PRK,AAfinal,VT,1.0,0.8598726114649682,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.00684931506849315
183,183,184,HANGZHOU 2022 19th Asian Games,PRK,final,VT,1.0,0.8874522292993631,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.00684931506849315
184,184,185,HANGZHOU 2022 19th Asian Games,PRK,qual,VT,1.0,0.8831847133757962,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.00684931506849315
185,185,186,HANGZHOU 2022 19th Asian Games,PRK,final,VT,1.0,0.9022929936305734,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.00684931506849315
186,186,187,HANGZHOU 2022 19th Asian Games,PRK,qual,VT,1.0,0.8789808917197454,"Hangzhou, China",0.34506242905788875,CHANGOK AN,0.0,0.00684931506849315
187,187,188,HANGZHOU 2022 19th Asian Games,KOR,qual,BB,13.0,0.7770700636942675,"Hangzhou, China",0.34506242905788875,YEONJEONG AN,0.0,0.0684931506849315
188,188,189,HANGZHOU 2022 19th Asian Games,KOR,AAfinal,BB,7.0,0.7982802547770701,"Hangzhou, China",0.34506242905788875,YEONJEONG AN,0.0,0.0684931506849315
189,189,190,HANGZHOU 2022 19th Asian Games,KOR,qual,FX,15.0,0.7898089171974523,"Hangzhou, China",0.34506242905788875,YEONJEONG AN,0.0,0.07876712328767123
190,190,191,HANGZHOU 2022 19th Asian Games,KOR,AAfinal,FX,8.0,0.7728025477707006,"Hangzhou, China",0.34506242905788875,YEONJEONG AN,0.0,0.07876712328767123
191,191,192,HANGZHOU 2022 19th Asian Games,KOR,qual,UB,19.0,0.7218471337579618,"Hangzhou, China",0.34506242905788875,YEONJEONG AN,0.0,0.08561643835616438
192,192,193,HANGZHOU 2022 19th Asian Games,KOR,AAfinal,UB,6.0,0.736687898089172,"Hangzhou, China",0.34506242905788875,YEONJEONG AN,0.0,0.08561643835616438
193,193,194,HANGZHOU 2022 19th Asian Games,KOR,AAfinal,VT,6.0,0.8110191082802548,"Hangzhou, China",0.34506242905788875,YEONJEONG AN,0.0,0.0410958904109589
194,194,195,2022 Mersin World Challenge Cup,LAT,qual,BB,22.0,0.5127388535031848,"Mersin, Turkey",0.7253121452894438,ANASTASIJA ANANJEVA,0.026559309328714534,0.6198630136986302
195,195,196,2022 Mersin World Challenge Cup,LAT,final,FX,7.0,0.7547770700636943,"Mersin, Turkey",0.7253121452894438,ANASTASIJA ANANJEVA,-0.005040452865302816,0.4452054794520548
196,196,197,2022 Mersin World Challenge Cup,LAT,qual,FX,8.0,0.7420382165605096,"Mersin, Turkey",0.7253121452894438,ANASTASIJA ANANJEVA,-0.005040452865302816,0.4452054794520548
197,197,198,2022 Mersin World Challenge Cup,LAT,qual,VT,8.0,0.767515923566879,"Mersin, Turkey",0.7253121452894438,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
198,198,199,2022 Mersin World Challenge Cup,LAT,final,VT,8.0,0.7452229299363057,"Mersin, Turkey",0.7253121452894438,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
199,199,200,2022 Mersin World Challenge Cup,LAT,final,VT,8.0,0.7643312101910829,"Mersin, Turkey",0.7253121452894438,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
200,200,201,2022 Mersin World Challenge Cup,LAT,qual,VT,8.0,0.7515923566878981,"Mersin, Turkey",0.7253121452894438,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
201,201,202,2022 Senior European Championships,LAT,qual,BB,117.0,0.5243949044585988,"Munich, Germany",0.7945516458569807,ANASTASIJA ANANJEVA,0.026559309328714534,0.6198630136986302
202,202,203,2022 Senior European Championships,LAT,qual,FX,101.0,0.6878980891719746,"Munich, Germany",0.7945516458569807,ANASTASIJA ANANJEVA,-0.005040452865302816,0.4452054794520548
203,203,204,2022 Senior European Championships,LAT,qual,UB,111.0,0.5498726114649681,"Munich, Germany",0.7945516458569807,ANASTASIJA ANANJEVA,0.01794315058460592,0.8264840182648403
204,204,205,2022 Senior European Championships,LAT,qual,VT,87.0,0.7685350318471338,"Munich, Germany",0.7945516458569807,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
205,205,206,2022 Senior European Championships,LAT,qual,VT,24.0,0.7685350318471338,"Munich, Germany",0.7945516458569807,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
206,206,207,2022 Senior European Championships,LAT,qual,VT,24.0,0.7579617834394905,"Munich, Germany",0.7945516458569807,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
207,207,208,2023 52nd FIG Artistic Gymnastics World Championships,LAT,qual,BB,151.0,0.6029299363057324,"Antwerp, Belgium",0.34506242905788875,ANASTASIJA ANANJEVA,0.026559309328714534,0.6198630136986302
208,208,209,2023 52nd FIG Artistic Gymnastics World Championships,LAT,qual,FX,145.0,0.6729936305732485,"Antwerp, Belgium",0.34506242905788875,ANASTASIJA ANANJEVA,-0.005040452865302816,0.4452054794520548
209,209,210,2023 52nd FIG Artistic Gymnastics World Championships,LAT,qual,UB,148.0,0.6029299363057324,"Antwerp, Belgium",0.34506242905788875,ANASTASIJA ANANJEVA,0.01794315058460592,0.8264840182648403
210,210,211,2023 52nd FIG Artistic Gymnastics World Championships,LAT,qual,VT,128.0,0.7919108280254777,"Antwerp, Belgium",0.34506242905788875,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
211,211,212,2023 52nd FIG Artistic Gymnastics World Championships,LAT,qual,VT,29.0,0.7919108280254777,"Antwerp, Belgium",0.34506242905788875,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
212,212,213,2023 52nd FIG Artistic Gymnastics World Championships,LAT,qual,VT,29.0,0.7664331210191083,"Antwerp, Belgium",0.34506242905788875,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
213,213,214,2023 Senior European Championships,LAT,qual,BB,72.0,0.6815286624203821,"Antalya, Turkey",0.5187287173666288,ANASTASIJA ANANJEVA,0.026559309328714534,0.6198630136986302
214,214,215,2023 Senior European Championships,LAT,qual,FX,64.0,0.7515923566878981,"Antalya, Turkey",0.5187287173666288,ANASTASIJA ANANJEVA,-0.005040452865302816,0.4452054794520548
215,215,216,2023 Senior European Championships,LAT,qual,UB,103.0,0.643312101910828,"Antalya, Turkey",0.5187287173666288,ANASTASIJA ANANJEVA,0.01794315058460592,0.8264840182648403
216,216,217,2023 Senior European Championships,LAT,qual,VT,93.0,0.7728025477707006,"Antalya, Turkey",0.5187287173666288,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
217,217,218,2023 Senior European Championships,LAT,qual,VT,15.0,0.7728025477707006,"Antalya, Turkey",0.5187287173666288,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
218,218,219,2023 Senior European Championships,LAT,qual,VT,15.0,0.7536942675159236,"Antalya, Turkey",0.5187287173666288,ANASTASIJA ANANJEVA,-0.000710833096388995,0.2507903055848261
219,219,220,2023 52nd FIG Artistic Gymnastics World Championships,RSA,qual,BB,120.0,0.7133757961783439,"Antwerp, Belgium",0.34506242905788875,CALEIGH ANDERS,0.0,0.821917808219178
220,220,221,2023 52nd FIG Artistic Gymnastics World Championships,RSA,qual,FX,61.0,0.7961783439490446,"Antwerp, Belgium",0.34506242905788875,CALEIGH ANDERS,0.0,0.4178082191780822
221,221,222,2023 52nd FIG Artistic Gymnastics World Championships,RSA,qual,UB,71.0,0.7961783439490446,"Antwerp, Belgium",0.34506242905788875,CALEIGH ANDERS,0.06490215227899263,0.18493150684931506
222,222,223,2023 52nd FIG Artistic Gymnastics World Championships,RSA,qual,VT,85.0,0.8280254777070064,"Antwerp, Belgium",0.34506242905788875,CALEIGH ANDERS,0.0,0.5821917808219178
223,223,224,2023 Tel Aviv World Challenge Cup,RSA,final,UB,5.0,0.7515923566878981,"Tel Aviv, Israel",0.44948921679909193,CALEIGH ANDERS,0.06490215227899263,0.18493150684931506
224,224,225,2023 Tel Aviv World Challenge Cup,RSA,qual,UB,5.0,0.755859872611465,"Tel Aviv, Israel",0.44948921679909193,CALEIGH ANDERS,0.06490215227899263,0.18493150684931506
225,225,226,2022 51st FIG Artistic Gymnastics World Championships,BRA,AAfinal,BB,3.0,0.8619745222929937,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.0007712052223836766,0.0
226,226,227,2022 51st FIG Artistic Gymnastics World Championships,BRA,final,BB,8.0,0.8110191082802548,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.0007712052223836766,0.0
227,227,228,2022 51st FIG Artistic Gymnastics World Championships,BRA,qual,BB,8.0,0.8535031847133758,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.0007712052223836766,0.0
228,228,229,2022 51st FIG Artistic Gymnastics World Championships,BRA,TeamFinal,BB,,0.8173885350318472,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.0007712052223836766,0.0
229,229,230,2022 51st FIG Artistic Gymnastics World Championships,BRA,AAfinal,FX,2.0,0.9171974522292994,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.006773072369174298,0.0
230,230,231,2022 51st FIG Artistic Gymnastics World Championships,BRA,final,FX,3.0,0.8747133757961785,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.006773072369174298,0.0
231,231,232,2022 51st FIG Artistic Gymnastics World Championships,BRA,qual,FX,2.0,0.9044585987261147,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.006773072369174298,0.0
232,232,233,2022 51st FIG Artistic Gymnastics World Championships,BRA,TeamFinal,FX,,0.895923566878981,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,0.006773072369174298,0.0
233,233,234,2022 51st FIG Artistic Gymnastics World Championships,BRA,AAfinal,UB,5.0,0.8789808917197454,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.006478478853164631,0.0
234,234,235,2022 51st FIG Artistic Gymnastics World Championships,BRA,final,UB,8.0,0.8152866242038217,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.006478478853164631,0.0
235,235,236,2022 51st FIG Artistic Gymnastics World Championships,BRA,qual,UB,3.0,0.9341401273885351,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.006478478853164631,0.0
236,236,237,2022 51st FIG Artistic Gymnastics World Championships,BRA,TeamFinal,UB,,0.9320382165605096,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.006478478853164631,0.0
237,237,238,2022 51st FIG Artistic Gymnastics World Championships,BRA,AAfinal,VT,1.0,0.9659872611464969,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.014793118356631224,0.0
238,238,239,2022 51st FIG Artistic Gymnastics World Championships,BRA,TeamFinal,VT,,0.9659872611464969,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.014793118356631224,0.0
239,239,240,2022 51st FIG Artistic Gymnastics World Championships,BRA,qual,VT,1.0,0.9596178343949046,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.014793118356631224,0.0
240,240,241,2022 51st FIG Artistic Gymnastics World Championships,BRA,qual,VT,12.0,0.9596178343949046,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.014793118356631224,0.0
241,241,242,2022 51st FIG Artistic Gymnastics World Championships,BRA,qual,VT,12.0,0.7303184713375797,"Liverpool, England",0.7253121452894438,REBECA ANDRADE,-0.014793118356631224,0.0
242,242,243,2022 Paris World Challenge Cup,BRA,qual,UB,1.0,0.9299363057324841,"Paris, France",0.7593643586833144,REBECA ANDRADE,-0.006478478853164631,0.0
243,243,244,2022 Paris World Challenge Cup,BRA,final,UB,2.0,0.9331210191082803,"Paris, France",0.7593643586833144,REBECA ANDRADE,-0.006478478853164631,0.0
244,244,245,2023 52nd FIG Artistic Gymnastics World Championships,BRA,AAfinal,BB,10.0,0.8598726114649682,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.0007712052223836766,0.0
245,245,246,2023 52nd FIG Artistic Gymnastics World Championships,BRA,final,BB,3.0,0.9108280254777071,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.0007712052223836766,0.0
246,246,247,2023 52nd FIG Artistic Gymnastics World Championships,BRA,qual,BB,9.0,0.8789808917197454,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.0007712052223836766,0.0
247,247,248,2023 52nd FIG Artistic Gymnastics World Championships,BRA,TeamFinal,BB,,0.8364968152866242,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.0007712052223836766,0.0
248,248,249,2023 52nd FIG Artistic Gymnastics World Championships,BRA,AAfinal,FX,2.0,0.895923566878981,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.006773072369174298,0.0
249,249,250,2023 52nd FIG Artistic Gymnastics World Championships,BRA,final,FX,2.0,0.9235668789808917,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.006773072369174298,0.0
250,250,251,2023 52nd FIG Artistic Gymnastics World Championships,BRA,qual,FX,3.0,0.8938216560509554,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.006773072369174298,0.0
251,251,252,2023 52nd FIG Artistic Gymnastics World Championships,BRA,TeamFinal,FX,,0.9341401273885351,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,0.006773072369174298,0.0
252,252,253,2023 52nd FIG Artistic Gymnastics World Championships,BRA,AAfinal,UB,5.0,0.9235668789808917,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.006478478853164631,0.0
253,253,254,2023 52nd FIG Artistic Gymnastics World Championships,BRA,qual,UB,15.0,0.8831847133757962,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.006478478853164631,0.0
254,254,255,2023 52nd FIG Artistic Gymnastics World Championships,BRA,TeamFinal,UB,,0.9171974522292994,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.006478478853164631,0.0
255,255,256,2023 52nd FIG Artistic Gymnastics World Championships,BRA,AAfinal,VT,2.0,0.9363057324840764,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.014793118356631224,0.0
256,256,257,2023 52nd FIG Artistic Gymnastics World Championships,BRA,TeamFinal,VT,,0.9490445859872612,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.014793118356631224,0.0
257,257,258,2023 52nd FIG Artistic Gymnastics World Championships,BRA,final,VT,1.0,0.9554140127388535,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.014793118356631224,0.0
258,258,259,2023 52nd FIG Artistic Gymnastics World Championships,BRA,qual,VT,2.0,0.9490445859872612,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.014793118356631224,0.0
259,259,260,2023 52nd FIG Artistic Gymnastics World Championships,BRA,final,VT,1.0,0.9235668789808917,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.014793118356631224,0.0
260,260,261,2023 52nd FIG Artistic Gymnastics World Championships,BRA,qual,VT,2.0,0.915031847133758,"Antwerp, Belgium",0.34506242905788875,REBECA ANDRADE,-0.014793118356631224,0.0
261,261,262,SANTIAGO 2023 XIX Pan American Games,BRA,final,BB,1.0,0.9022929936305734,"Santiago, Chile",0.31101021566401815,REBECA ANDRADE,0.0007712052223836766,0.0
262,262,263,SANTIAGO 2023 XIX Pan American Games,BRA,qual,BB,2.0,0.8640764331210192,"Santiago, Chile",0.31101021566401815,REBECA ANDRADE,0.0007712052223836766,0.0
